,Product DB,Customer DB,Order DB,Shipping Cost Service,Caching Service,Product Service,Auth Service,Order Service,API,www,Website
0,0.18448754877542725,0.35460456241909194,0.035664756874490854,0.12186990524726173,2.3418697824873855,2.5907014077125132,0.5439055284081258,0.5405161684920781,4.543321579838896,5.180695995843766,5.3147302087774575
1,0.05043580724964211,0.28393325003627806,0.19050356356823583,0.4508698626937575,2.1835248095408204,2.3749320489672034,0.7538982282153792,0.9348804157740135,5.081426890397138,5.8907881318602975,5.925833561762843
2,0.41275883507038896,0.07968058423272069,0.21259722657915772,0.5115589525114509,2.58310600036618,2.8914861125923093,0.19664391353126678,0.7600956727741258,4.456603411452855,4.693423750690417,4.777147193456648
3,0.3325572344652504,0.011008022569147978,0.30355548869022764,0.2993994674696453,2.28703584104377,2.513397502086981,0.3475429502502206,0.9284321867517122,4.342703065191354,4.77855411654352,4.869605579378967
4,0.17273779367665731,0.12597376607614194,0.28200121440613346,0.3153883656869655,2.3046331699043403,2.4917054026393886,0.31511343586515506,0.9101286106745441,4.352524846492576,4.714502807030045,4.978987087752704
5,0.024019994156575266,0.0493286336214864,0.5329394976347938,0.15029552601360477,2.1761558511601256,2.4389706062459795,0.46210219095732874,1.2613047826917771,4.96437320301618,5.546121568155756,5.5985472251646025
6,0.16201909782544888,0.1763742685007681,0.06625687465250667,0.39257076616541886,2.1802272002810104,2.341658763088544,0.3860979079413168,0.6313756646804719,4.075982849819395,4.647708669113814,4.892888257058779
7,0.026412201271099146,0.03972963218164845,0.30005689775411515,0.25906989709445294,2.2669771266654934,2.669758069483607,0.28437220268437646,0.9805020198039569,4.970092961372023,5.367415375238592,5.502164683229294
8,0.28436271232962074,1.0819194409114279,0.08549404619243949,0.3010874604757673,2.121570599141452,2.3231551755734494,1.5312734363829543,0.6515025590932364,6.257705256490374,7.960446085589203,8.072005420390663
9,0.13180091478740705,0.033709765626345874,0.07380980234329487,0.29068552582597207,2.249039364501275,2.5087356570000687,0.17294028723089414,0.6798883158714135,4.306165580296581,4.512524725912274,4.546438190407818
10,0.12799346051442517,0.1878603516204593,0.28801361636571327,0.28568114661411037,2.3741363691425,2.6737467916421385,0.4665162873825316,0.8444370963735524,4.69508063582142,5.288361201479167,5.328373640254352
11,0.17932246705204702,0.07238107670525133,0.1709736859648794,0.3627937655396597,2.1514085529895772,2.5156786016500905,0.3581801073870529,0.8925032505932734,4.378499109495827,4.847991754982499,4.950345300147134
12,0.2083323696369635,0.026303307465332854,0.06875589731451347,0.23943916852033273,2.1282448903438502,2.289680404675243,0.36130206220616246,0.5903175320899999,4.22847850358365,4.625680525568868,4.748346803117215
13,1.0522014926067154,0.10890064378923679,0.08248577476686118,0.42888222054373504,2.138216303517852,2.559280790220655,0.3522200109559486,0.79620417559624,4.409623297769032,4.844399731731478,4.939826693314007
