,Product DB,Customer DB,Order DB,Shipping Cost Service,Caching Service,Product Service,Auth Service,Order Service,API,www,Website
0,0.34749574164126856,0.5035083844478537,0.11999148410740157,0.17041265242733405,0.23387674828452282,0.8225597946988845,0.8171400489936548,0.7032287831923613,3.494105251111821,4.3245201899073855,4.658775787677044
1,0.01509112912682793,0.03128319114749726,0.013442553961013529,0.2579430342642288,0.15301105427054365,0.48731731789149046,0.35473771210394195,0.5499914023722899,2.0615977523954614,2.4166744477333433,2.5258877541375915
2,0.028452744938906357,0.24334251465433307,0.16201199486044848,0.28254904405764125,0.2464270081519851,0.4592962822258495,0.43683649456601625,0.9562523845712693,2.741286523369342,3.2873650149042017,3.6700176059488894
3,0.0671986712428433,0.10952309335979969,0.03880813099155789,0.18836850722376838,0.24474173824985168,0.5928260894937339,0.5646345548766534,0.5847125333315518,2.4978905167241385,3.185641758697465,3.32945850346803
4,0.17006876065509752,0.20107761796519585,0.10728014824958693,0.23025804370609937,0.2933549836919414,0.45017553207429073,0.4417793502443598,0.6957190745720288,2.2952793837108674,2.8632430818251677,3.175669690970245
5,0.004612083678519273,0.014632030720206246,0.37194891714030387,0.34814572939623,0.2474839288807733,0.801395553179738,0.3890551298717956,0.9199295773270684,2.7507910245785148,3.167999178325051,3.253580951268673
6,0.15419543654638224,0.1415890994283209,0.02884505467718536,0.11271063685409348,0.3321544169839378,0.46320311469947417,0.5051618586342834,0.5629571093126687,2.348235624059653,2.9789254393764204,3.249012985031729
7,0.31642520993295575,0.3430396386534291,0.44556622270226953,0.16017407152109692,0.12447368442741852,0.4859001894259702,0.7137715613224136,1.07152761492621,3.209026605226741,4.201854874882246,4.477428137777848
8,0.08453666630244237,0.2647144371611182,0.02492224356815035,0.19874593962495216,0.36180658290140916,0.5675725904647313,0.6045271018086297,0.57623514079325,2.574901617307441,3.276447810358115,3.485686596899873
9,0.299600575820432,0.11961277593506346,0.17794059554371686,0.19833542821658334,0.1256893999354811,0.3223176285903322,0.2613793676767327,0.9017728675905993,2.1560247209205463,2.4560691212931935,2.5540344034972966
10,0.07973250904584683,0.007615451095799592,0.0004779265992924554,0.3703047189415256,0.22156512246188867,0.7136926646530495,0.38874063536601094,0.7987938810460434,2.4776656111943938,3.0080854610662953,3.2851210427918307
11,0.22473843704166754,0.07669417946087599,0.7908031665024094,0.28090745066394557,0.12494276236231328,0.6261449775679211,0.20776053894386232,1.3742556183601051,2.8171012213744895,3.0393237244762665,3.1253288916518103
12,0.23236011817935204,0.5941091228592773,0.721639239842434,0.4753760924068855,0.12795938544853264,0.7602414039349732,0.7679038629929946,1.4220500288784432,4.102743422358334,4.938604110183898,5.079876365209859
13,0.2927347873422443,0.12456729585140436,0.3216621851845092,0.13748171515467855,0.43313755020103206,0.7791834697258343,0.2591944791505505,1.0022629506025718,2.9415771324808206,3.2904415172274666,3.3457624268798196
14,0.48968705784566136,0.03217727167653797,0.2159596610566804,0.2945649948845416,0.2505334337556169,0.589836490199246,0.2525936708856774,0.8661269479104956,2.4075893442707583,3.040365782853813,3.4649869110763785
15,0.23722898784196184,0.43428948207842866,0.14901471714818082,0.10628621453386133,0.4701223662092516,0.904959083436393,0.7612760854507541,1.1699971365606785,4.016122735636189,4.852588324781169,5.041488421462387
